,id,number_of_cpu_cores,occupied_cores,voltages_frequencies,ISL,capacitance,powerIdle,batteryLevel,errorRate,acceptableTasks,handleSafeTask
24,iot 24,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(40000000.0, 2.7), (80000000.0, 4.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (80000000.0, 4.0), (160000000.0, 5.0)], [(10000000.0, 1.8), (20000000.0, 2.3), (80000000.0, 4.0)], [(10000000.0, 1.8), (40000000.0, 2.7), (80000000.0, 4.0)], [(80000000.0, 4.0), (20000000.0, 2.3), (10000000.0, 1.8)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(40000000.0, 2.7), (160000000.0, 5.0), (10000000.0, 1.8)], [(40000000.0, 2.7), (80000000.0, 4.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (80000000.0, 4.0), (160000000.0, 5.0)], [(20000000.0, 2.3), (10000000.0, 1.8), (160000000.0, 5.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (20000000.0, 2.3)], [(40000000.0, 2.7), (160000000.0, 5.0), (80000000.0, 4.0)], [(20000000.0, 2.3), (10000000.0, 1.8), (160000000.0, 5.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (160000000.0, 5.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (80000000.0, 4.0)]]",0.12,"[2.6147009488380525e-10, 2.7640789173984154e-10, 2.0568829522392283e-10, 2.577529498916182e-10, 2.5893687416121464e-10, 2.3675720407125456e-10, 2.392104205610553e-10, 2.1720708982915236e-10, 2.478555505919019e-10, 2.5433802034646547e-10, 2.0623711225493928e-10, 2.8034848742999943e-10, 2.1216533040704732e-10, 2.948399152143404e-10, 2.569791436553393e-10, 2.1222580422390767e-10]","[0.001, 0.0007999999999999999, 0.001, 0.001, 0.001, 0.0009, 0.0007999999999999999, 0.0009, 0.0009, 0.0009, 0.001, 0.001, 0.001, 0.0009, 0.001, 0.001]",37000000000.0,0.05,"[1, 4, 2]",1
25,iot 25,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(40000000.0, 2.7), (10000000.0, 1.8), (80000000.0, 4.0)], [(10000000.0, 1.8), (160000000.0, 5.0), (80000000.0, 4.0)], [(40000000.0, 2.7), (10000000.0, 1.8), (80000000.0, 4.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (10000000.0, 1.8)], [(160000000.0, 5.0), (80000000.0, 4.0), (10000000.0, 1.8)], [(40000000.0, 2.7), (160000000.0, 5.0), (80000000.0, 4.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (20000000.0, 2.3)]]",0.14,"[2.373745924452179e-10, 2.0226347196195258e-10, 2.942773293998641e-10, 2.7449212470911124e-10, 2.656201937417344e-10, 2.922394885031668e-10, 2.782091166458895e-10, 2.161858581825471e-10]","[0.001, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.001, 0.001, 0.001]",38000000000.0,0.04,"[2, 4]",1
26,iot 26,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(80000000.0, 4.0), (20000000.0, 2.3), (160000000.0, 5.0)], [(20000000.0, 2.3), (80000000.0, 4.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (40000000.0, 2.7), (20000000.0, 2.3)], [(40000000.0, 2.7), (80000000.0, 4.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(80000000.0, 4.0), (160000000.0, 5.0), (40000000.0, 2.7)], [(20000000.0, 2.3), (10000000.0, 1.8), (40000000.0, 2.7)], [(80000000.0, 4.0), (160000000.0, 5.0), (20000000.0, 2.3)]]",0.2,"[2.1599933048151315e-10, 2.8678444647584615e-10, 2.1000936727592539e-10, 2.396945734345028e-10, 2.2887003301312135e-10, 2.470269596116458e-10, 2.215961361593977e-10, 2.1621615717824807e-10]","[0.0009, 0.0009, 0.0009, 0.0007999999999999999, 0.001, 0.0007999999999999999, 0.001, 0.0007999999999999999]",38000000000.0,0.03,"[3, 1]",1
27,iot 27,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(40000000.0, 2.7), (160000000.0, 5.0), (80000000.0, 4.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)], [(80000000.0, 4.0), (160000000.0, 5.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (10000000.0, 1.8), (80000000.0, 4.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (10000000.0, 1.8)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(40000000.0, 2.7), (10000000.0, 1.8), (20000000.0, 2.3)], [(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(10000000.0, 1.8), (160000000.0, 5.0), (80000000.0, 4.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(10000000.0, 1.8), (20000000.0, 2.3), (80000000.0, 4.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (80000000.0, 4.0)], [(40000000.0, 2.7), (20000000.0, 2.3), (80000000.0, 4.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(80000000.0, 4.0), (40000000.0, 2.7), (160000000.0, 5.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (10000000.0, 1.8)]]",0.2,"[2.952347934422035e-10, 2.3961513440502805e-10, 2.856580761615925e-10, 2.81271105190213e-10, 2.7440978774194704e-10, 2.838063007737754e-10, 2.8627093873717343e-10, 2.82735014059952e-10, 2.071372648197953e-10, 2.20460877578263e-10, 2.1890957749060675e-10, 2.7426445766856855e-10, 2.921815946503591e-10, 2.1275567214617254e-10, 2.5179003981254473e-10, 2.2267588848915972e-10]","[0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.0009, 0.0007999999999999999, 0.001, 0.001, 0.0009, 0.0009, 0.001, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.0007999999999999999, 0.001]",38000000000.0,0.03,"[3, 4]",1
28,iot 28,4,"[0, 0, 0, 0]","[[(10000000.0, 1.8), (160000000.0, 5.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (20000000.0, 2.3), (80000000.0, 4.0)], [(10000000.0, 1.8), (160000000.0, 5.0), (20000000.0, 2.3)], [(10000000.0, 1.8), (40000000.0, 2.7), (20000000.0, 2.3)]]",0.15,"[2.0234359729088522e-10, 2.3026438583840983e-10, 2.542870814140155e-10, 2.1168327471568817e-10]","[0.0009, 0.001, 0.0007999999999999999, 0.0009]",40000000000.0,0.01,"[1, 3, 4]",1
29,iot 29,4,"[0, 0, 0, 0]","[[(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(40000000.0, 2.7), (20000000.0, 2.3), (10000000.0, 1.8)], [(10000000.0, 1.8), (160000000.0, 5.0), (40000000.0, 2.7)], [(160000000.0, 5.0), (20000000.0, 2.3), (10000000.0, 1.8)]]",0.11,"[2.184075658983394e-10, 2.627314386218991e-10, 2.8580288326527545e-10, 2.5147797287331293e-10]","[0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.0007999999999999999]",39000000000.0,0.02,"[3, 4, 1]",1
30,iot 30,4,"[0, 0, 0, 0]","[[(20000000.0, 2.3), (80000000.0, 4.0), (160000000.0, 5.0)], [(20000000.0, 2.3), (10000000.0, 1.8), (80000000.0, 4.0)], [(160000000.0, 5.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(20000000.0, 2.3), (80000000.0, 4.0), (10000000.0, 1.8)]]",0.11,"[2.3532228167895025e-10, 2.82036463125817e-10, 2.4060164189716814e-10, 2.0615808094372154e-10]","[0.0009, 0.0009, 0.0009, 0.0009]",39000000000.0,0.05,"[3, 4]",1
31,iot 31,4,"[0, 0, 0, 0]","[[(20000000.0, 2.3), (80000000.0, 4.0), (10000000.0, 1.8)], [(80000000.0, 4.0), (160000000.0, 5.0), (10000000.0, 1.8)], [(20000000.0, 2.3), (10000000.0, 1.8), (40000000.0, 2.7)], [(20000000.0, 2.3), (40000000.0, 2.7), (10000000.0, 1.8)]]",0.1,"[2.4380621772241125e-10, 2.412357798899943e-10, 2.2631599440214675e-10, 2.1121833679345544e-10]","[0.0009, 0.0007999999999999999, 0.001, 0.0007999999999999999]",37000000000.0,0.03,"[2, 1, 4]",1
32,iot 32,4,"[0, 0, 0, 0]","[[(10000000.0, 1.8), (80000000.0, 4.0), (160000000.0, 5.0)], [(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (80000000.0, 4.0)], [(20000000.0, 2.3), (80000000.0, 4.0), (40000000.0, 2.7)]]",0.12,"[2.9622132390830734e-10, 2.4900592915645203e-10, 2.708699136461486e-10, 2.9498414847386777e-10]","[0.0007999999999999999, 0.0009, 0.001, 0.0009]",36000000000.0,0.03,"[4, 1]",1
33,iot 33,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(10000000.0, 1.8), (160000000.0, 5.0), (40000000.0, 2.7)], [(80000000.0, 4.0), (40000000.0, 2.7), (160000000.0, 5.0)], [(160000000.0, 5.0), (10000000.0, 1.8), (80000000.0, 4.0)], [(20000000.0, 2.3), (40000000.0, 2.7), (80000000.0, 4.0)], [(160000000.0, 5.0), (20000000.0, 2.3), (80000000.0, 4.0)], [(40000000.0, 2.7), (10000000.0, 1.8), (80000000.0, 4.0)], [(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(160000000.0, 5.0), (20000000.0, 2.3), (80000000.0, 4.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(160000000.0, 5.0), (80000000.0, 4.0), (20000000.0, 2.3)], [(10000000.0, 1.8), (80000000.0, 4.0), (160000000.0, 5.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (40000000.0, 2.7)], [(20000000.0, 2.3), (10000000.0, 1.8), (160000000.0, 5.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)]]",0.17,"[2.626767993178766e-10, 2.43713860991037e-10, 2.2131751080744792e-10, 2.48604102563598e-10, 2.898212489685273e-10, 2.5412685152526145e-10, 2.731269841810404e-10, 2.1322636784861695e-10, 2.2013828581854114e-10, 2.2305439309790051e-10, 2.6540063391171566e-10, 2.4864918793637056e-10, 2.6242356590096163e-10, 2.563555723124027e-10, 2.2682845715232933e-10, 2.6584779833014614e-10]","[0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.001, 0.001, 0.0009, 0.0007999999999999999, 0.001, 0.001, 0.0009, 0.001, 0.001, 0.0009, 0.0007999999999999999, 0.001]",36000000000.0,0.01,"[2, 4]",1
34,iot 34,4,"[0, 0, 0, 0]","[[(40000000.0, 2.7), (10000000.0, 1.8), (80000000.0, 4.0)], [(40000000.0, 2.7), (20000000.0, 2.3), (160000000.0, 5.0)], [(20000000.0, 2.3), (10000000.0, 1.8), (80000000.0, 4.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (80000000.0, 4.0)]]",0.19,"[2.224762624788009e-10, 2.92559109764139e-10, 2.3560325008974925e-10, 2.1444869822001076e-10]","[0.001, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999]",39000000000.0,0.04,"[4, 3, 2]",1
35,iot 35,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(80000000.0, 4.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(160000000.0, 5.0), (80000000.0, 4.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(10000000.0, 1.8), (160000000.0, 5.0), (40000000.0, 2.7)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(10000000.0, 1.8), (40000000.0, 2.7), (80000000.0, 4.0)], [(40000000.0, 2.7), (10000000.0, 1.8), (20000000.0, 2.3)], [(80000000.0, 4.0), (160000000.0, 5.0), (40000000.0, 2.7)], [(40000000.0, 2.7), (160000000.0, 5.0), (80000000.0, 4.0)], [(160000000.0, 5.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(10000000.0, 1.8), (160000000.0, 5.0), (40000000.0, 2.7)], [(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)]]",0.13,"[2.732081024120573e-10, 2.0064529173423682e-10, 2.460441841749113e-10, 2.3631022196536814e-10, 2.155603578252701e-10, 2.785368598031198e-10, 2.7354220880634735e-10, 2.824425898828385e-10, 2.8777762524519094e-10, 2.3282657314793336e-10, 2.487657258291309e-10, 2.5223602080437344e-10, 2.563524558235659e-10, 2.9682974031064714e-10, 2.1598074488074392e-10, 2.3528456798700183e-10]","[0.0007999999999999999, 0.0009, 0.001, 0.001, 0.0009, 0.0007999999999999999, 0.001, 0.0009, 0.0007999999999999999, 0.0009, 0.001, 0.0009, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999]",38000000000.0,0.05,"[1, 3]",1
36,iot 36,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(10000000.0, 1.8), (80000000.0, 4.0), (160000000.0, 5.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (80000000.0, 4.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(40000000.0, 2.7), (20000000.0, 2.3), (80000000.0, 4.0)], [(160000000.0, 5.0), (80000000.0, 4.0), (40000000.0, 2.7)], [(40000000.0, 2.7), (10000000.0, 1.8), (160000000.0, 5.0)], [(160000000.0, 5.0), (80000000.0, 4.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (10000000.0, 1.8), (40000000.0, 2.7)], [(20000000.0, 2.3), (10000000.0, 1.8), (80000000.0, 4.0)], [(10000000.0, 1.8), (40000000.0, 2.7), (20000000.0, 2.3)], [(160000000.0, 5.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(40000000.0, 2.7), (80000000.0, 4.0), (10000000.0, 1.8)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(40000000.0, 2.7), (20000000.0, 2.3), (160000000.0, 5.0)], [(10000000.0, 1.8), (160000000.0, 5.0), (80000000.0, 4.0)], [(20000000.0, 2.3), (80000000.0, 4.0), (40000000.0, 2.7)]]",0.16,"[2.8024244286528423e-10, 2.4368906019916484e-10, 2.0677349332365984e-10, 2.2341535253468019e-10, 2.794204826583722e-10, 2.6445511012035004e-10, 2.8350761776369957e-10, 2.268874329034947e-10, 2.8277056226228703e-10, 2.4657589039553273e-10, 2.010654403432038e-10, 2.4925441326781324e-10, 2.793665619887248e-10, 2.1090842328712576e-10, 2.2777453390346844e-10, 2.0469671790770381e-10]","[0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.0009, 0.0009, 0.0009, 0.001, 0.0009, 0.0009]",37000000000.0,0.03,"[4, 2, 3]",0
37,iot 37,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(160000000.0, 5.0), (80000000.0, 4.0), (10000000.0, 1.8)], [(80000000.0, 4.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(40000000.0, 2.7), (20000000.0, 2.3), (10000000.0, 1.8)], [(80000000.0, 4.0), (160000000.0, 5.0), (10000000.0, 1.8)], [(40000000.0, 2.7), (20000000.0, 2.3), (10000000.0, 1.8)], [(10000000.0, 1.8), (80000000.0, 4.0), (160000000.0, 5.0)], [(160000000.0, 5.0), (20000000.0, 2.3), (80000000.0, 4.0)]]",0.1,"[2.680033282940767e-10, 2.6709235647227416e-10, 2.4916191461893143e-10, 2.7614366963647966e-10, 2.2198451782100817e-10, 2.879162183830576e-10, 2.629903181238421e-10, 2.5236950869393084e-10]","[0.0007999999999999999, 0.0007999999999999999, 0.001, 0.0009, 0.0007999999999999999, 0.001, 0.0009, 0.001]",38000000000.0,0.01,"[1, 3, 4]",0
38,iot 38,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(20000000.0, 2.3), (80000000.0, 4.0), (10000000.0, 1.8)], [(20000000.0, 2.3), (10000000.0, 1.8), (40000000.0, 2.7)], [(160000000.0, 5.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(20000000.0, 2.3), (160000000.0, 5.0), (40000000.0, 2.7)], [(160000000.0, 5.0), (80000000.0, 4.0), (40000000.0, 2.7)], [(80000000.0, 4.0), (20000000.0, 2.3), (160000000.0, 5.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (10000000.0, 1.8)], [(80000000.0, 4.0), (160000000.0, 5.0), (10000000.0, 1.8)]]",0.2,"[2.652624677715536e-10, 2.3314065340940996e-10, 2.802041631538781e-10, 2.1261392422358704e-10, 2.9254769439046095e-10, 2.2819542430818213e-10, 2.845309207792436e-10, 2.714594082649862e-10]","[0.0009, 0.0009, 0.001, 0.0009, 0.001, 0.0009, 0.0009, 0.0009]",40000000000.0,0.04,"[3, 2]",1
39,iot 39,4,"[0, 0, 0, 0]","[[(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(80000000.0, 4.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(160000000.0, 5.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)]]",0.17,"[2.7386611719987316e-10, 2.0018159761471491e-10, 2.924630445992336e-10, 2.455231238579639e-10]","[0.001, 0.001, 0.0009, 0.0009]",36000000000.0,0.05,"[2, 4]",1
40,iot 40,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)], [(20000000.0, 2.3), (80000000.0, 4.0), (40000000.0, 2.7)], [(20000000.0, 2.3), (40000000.0, 2.7), (80000000.0, 4.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (10000000.0, 1.8)], [(40000000.0, 2.7), (20000000.0, 2.3), (10000000.0, 1.8)], [(160000000.0, 5.0), (20000000.0, 2.3), (80000000.0, 4.0)], [(80000000.0, 4.0), (160000000.0, 5.0), (10000000.0, 1.8)]]",0.13,"[2.7669744437099116e-10, 2.2064732378933508e-10, 2.0201932498479982e-10, 2.3770643079615045e-10, 2.715434077550894e-10, 2.2563217332190556e-10, 2.744355178062247e-10, 2.3790003411856143e-10]","[0.0007999999999999999, 0.001, 0.001, 0.0009, 0.001, 0.001, 0.001, 0.0009]",40000000000.0,0.02,"[3, 4]",1
41,iot 41,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)], [(20000000.0, 2.3), (80000000.0, 4.0), (40000000.0, 2.7)], [(80000000.0, 4.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(80000000.0, 4.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(80000000.0, 4.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(20000000.0, 2.3), (40000000.0, 2.7), (80000000.0, 4.0)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(80000000.0, 4.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(20000000.0, 2.3), (80000000.0, 4.0), (160000000.0, 5.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (80000000.0, 4.0)], [(20000000.0, 2.3), (40000000.0, 2.7), (10000000.0, 1.8)], [(160000000.0, 5.0), (10000000.0, 1.8), (80000000.0, 4.0)]]",0.16,"[2.5876249807260596e-10, 2.387379766209634e-10, 2.3167858034623521e-10, 2.4595666870080593e-10, 2.811977003144587e-10, 2.036541458903508e-10, 2.919856819197466e-10, 2.5004762144858875e-10, 2.7686295623825075e-10, 2.738718904674197e-10, 2.654606443193877e-10, 2.6880196303475774e-10, 2.786588175075684e-10, 2.70894621062829e-10, 2.2898270211580902e-10, 2.2634012571029444e-10]","[0.001, 0.0009, 0.001, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.0007999999999999999, 0.001, 0.0007999999999999999, 0.001, 0.0009, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.001, 0.0009]",40000000000.0,0.04,"[1, 3, 4]",1
42,iot 42,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(80000000.0, 4.0), (160000000.0, 5.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (160000000.0, 5.0), (20000000.0, 2.3)], [(80000000.0, 4.0), (160000000.0, 5.0), (10000000.0, 1.8)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(20000000.0, 2.3), (10000000.0, 1.8), (40000000.0, 2.7)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(20000000.0, 2.3), (40000000.0, 2.7), (80000000.0, 4.0)], [(10000000.0, 1.8), (160000000.0, 5.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)], [(10000000.0, 1.8), (80000000.0, 4.0), (40000000.0, 2.7)], [(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(40000000.0, 2.7), (10000000.0, 1.8), (20000000.0, 2.3)], [(40000000.0, 2.7), (80000000.0, 4.0), (10000000.0, 1.8)], [(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(10000000.0, 1.8), (160000000.0, 5.0), (20000000.0, 2.3)]]",0.11,"[2.530481563670282e-10, 2.546222072175464e-10, 2.6406613231057335e-10, 2.010467200003537e-10, 2.5126294365832355e-10, 2.0717919653835026e-10, 2.2666789096836536e-10, 2.3192886880820645e-10, 2.554957960127352e-10, 2.4662101539026634e-10, 2.6609766300145604e-10, 2.3780867122493884e-10, 2.8413164697784795e-10, 2.8832256327385485e-10, 2.43668683713552e-10, 2.0690628917293897e-10]","[0.0009, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.001, 0.001, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.001, 0.0007999999999999999, 0.001, 0.001, 0.0007999999999999999, 0.001]",39000000000.0,0.03,"[3, 1]",0
43,iot 43,4,"[0, 0, 0, 0]","[[(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(40000000.0, 2.7), (10000000.0, 1.8), (20000000.0, 2.3)], [(40000000.0, 2.7), (10000000.0, 1.8), (80000000.0, 4.0)], [(80000000.0, 4.0), (160000000.0, 5.0), (40000000.0, 2.7)]]",0.15,"[2.4915411181498674e-10, 2.55104138646793e-10, 2.710345471719879e-10, 2.577466258629754e-10]","[0.0009, 0.0007999999999999999, 0.001, 0.0007999999999999999]",40000000000.0,0.04,"[3, 1, 4]",1
44,iot 44,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(40000000.0, 2.7), (20000000.0, 2.3), (80000000.0, 4.0)], [(40000000.0, 2.7), (20000000.0, 2.3), (80000000.0, 4.0)], [(10000000.0, 1.8), (160000000.0, 5.0), (40000000.0, 2.7)], [(80000000.0, 4.0), (20000000.0, 2.3), (160000000.0, 5.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (10000000.0, 1.8)], [(40000000.0, 2.7), (10000000.0, 1.8), (160000000.0, 5.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)]]",0.16,"[2.598432964546152e-10, 2.2084945938094474e-10, 2.0903700348993847e-10, 2.662551553726923e-10, 2.2705582190419658e-10, 2.416670861917499e-10, 2.9990515992196843e-10, 2.548857532758122e-10]","[0.001, 0.0009, 0.0007999999999999999, 0.0009, 0.001, 0.0007999999999999999, 0.001, 0.0009]",36000000000.0,0.02,"[1, 2]",1
45,iot 45,4,"[0, 0, 0, 0]","[[(80000000.0, 4.0), (20000000.0, 2.3), (10000000.0, 1.8)], [(10000000.0, 1.8), (80000000.0, 4.0), (160000000.0, 5.0)], [(160000000.0, 5.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(40000000.0, 2.7), (20000000.0, 2.3), (80000000.0, 4.0)]]",0.17,"[2.417975165136472e-10, 2.389603592261391e-10, 2.765438005613001e-10, 2.781951155620154e-10]","[0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.001]",40000000000.0,0.05,"[4, 1]",1
46,iot 46,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(20000000.0, 2.3), (80000000.0, 4.0), (40000000.0, 2.7)], [(20000000.0, 2.3), (160000000.0, 5.0), (10000000.0, 1.8)], [(80000000.0, 4.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(40000000.0, 2.7), (160000000.0, 5.0), (80000000.0, 4.0)], [(80000000.0, 4.0), (160000000.0, 5.0), (20000000.0, 2.3)], [(40000000.0, 2.7), (10000000.0, 1.8), (20000000.0, 2.3)], [(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)]]",0.16,"[2.453055613795709e-10, 2.3530305637837796e-10, 2.934143136245103e-10, 2.266567540060402e-10, 2.0306385991219206e-10, 2.1817680450312282e-10, 2.572388005741854e-10, 2.239124479910685e-10]","[0.001, 0.0007999999999999999, 0.001, 0.001, 0.0009, 0.0009, 0.0007999999999999999, 0.0009]",39000000000.0,0.05,"[3, 4]",1
