,id,number_of_cpu_cores,occupied_cores,voltages_frequencies,ISL,capacitance,powerIdle,batteryLevel,errorRate,acceptableTasks,handleSafeTask
24,iot 24,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(10000000.0, 1.8), (20000000.0, 2.3), (80000000.0, 4.0)], [(20000000.0, 2.3), (80000000.0, 4.0), (40000000.0, 2.7)], [(80000000.0, 4.0), (160000000.0, 5.0), (20000000.0, 2.3)], [(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (10000000.0, 1.8), (40000000.0, 2.7)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(80000000.0, 4.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(10000000.0, 1.8), (40000000.0, 2.7), (160000000.0, 5.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (20000000.0, 2.3)], [(10000000.0, 1.8), (20000000.0, 2.3), (40000000.0, 2.7)], [(160000000.0, 5.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(10000000.0, 1.8), (160000000.0, 5.0), (20000000.0, 2.3)]]",0.13,"[2.5881157511877656e-10, 2.559971329662937e-10, 2.7904235870462406e-10, 2.902997618032318e-10, 2.339416319715906e-10, 2.9526532873161736e-10, 2.9081262183633175e-10, 2.35824963441111e-10, 2.0510577408582113e-10, 2.0282991389509646e-10, 2.783249837475326e-10, 2.7341419400571175e-10, 2.069809130543213e-10, 2.519174626133042e-10, 2.790526286763421e-10, 2.8188558118022414e-10]","[0.0007999999999999999, 0.001, 0.001, 0.0009, 0.0007999999999999999, 0.001, 0.0007999999999999999, 0.0009, 0.001, 0.001, 0.001, 0.001, 0.0009, 0.001, 0.001, 0.001]",40000000000.0,0.05,"[4, 3]",1
25,iot 25,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(10000000.0, 1.8), (80000000.0, 4.0), (160000000.0, 5.0)], [(160000000.0, 5.0), (80000000.0, 4.0), (40000000.0, 2.7)], [(80000000.0, 4.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (80000000.0, 4.0), (160000000.0, 5.0)]]",0.19,"[2.2957261925386422e-10, 2.2857713188230024e-10, 2.1536722452217214e-10, 2.7180984773334e-10, 2.799292357658665e-10, 2.626101405890127e-10, 2.0751285463052876e-10, 2.932085110193833e-10]","[0.0009, 0.0007999999999999999, 0.0009, 0.001, 0.0009, 0.0007999999999999999, 0.001, 0.0009]",39000000000.0,0.01,"[3, 1, 2]",0
26,iot 26,4,"[0, 0, 0, 0]","[[(40000000.0, 2.7), (160000000.0, 5.0), (80000000.0, 4.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(10000000.0, 1.8), (20000000.0, 2.3), (40000000.0, 2.7)]]",0.1,"[2.1246489530715126e-10, 2.2961266056942212e-10, 2.1950118792427863e-10, 2.5268145227983544e-10]","[0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.0009]",39000000000.0,0.02,"[3, 2, 4]",0
27,iot 27,4,"[0, 0, 0, 0]","[[(80000000.0, 4.0), (160000000.0, 5.0), (40000000.0, 2.7)], [(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(10000000.0, 1.8), (40000000.0, 2.7), (20000000.0, 2.3)], [(10000000.0, 1.8), (80000000.0, 4.0), (160000000.0, 5.0)]]",0.1,"[2.4061292569269527e-10, 2.7024113682823855e-10, 2.945835923638693e-10, 2.3565675647345027e-10]","[0.001, 0.0009, 0.0009, 0.0009]",36000000000.0,0.02,"[4, 2, 3]",0
28,iot 28,4,"[0, 0, 0, 0]","[[(20000000.0, 2.3), (40000000.0, 2.7), (10000000.0, 1.8)], [(160000000.0, 5.0), (10000000.0, 1.8), (80000000.0, 4.0)], [(10000000.0, 1.8), (40000000.0, 2.7), (80000000.0, 4.0)], [(20000000.0, 2.3), (10000000.0, 1.8), (80000000.0, 4.0)]]",0.11,"[2.29223582323664e-10, 2.24573460737179e-10, 2.3026149952542531e-10, 2.3176217671814283e-10]","[0.0009, 0.0007999999999999999, 0.001, 0.0007999999999999999]",40000000000.0,0.02,"[4, 3]",1
29,iot 29,4,"[0, 0, 0, 0]","[[(20000000.0, 2.3), (40000000.0, 2.7), (160000000.0, 5.0)], [(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (80000000.0, 4.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)]]",0.1,"[2.047170897191681e-10, 2.390096937372386e-10, 2.3140238691098434e-10, 2.558691500764029e-10]","[0.0009, 0.001, 0.0007999999999999999, 0.0007999999999999999]",40000000000.0,0.03,"[2, 1, 3]",1
30,iot 30,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(40000000.0, 2.7), (20000000.0, 2.3), (160000000.0, 5.0)], [(80000000.0, 4.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(80000000.0, 4.0), (160000000.0, 5.0), (40000000.0, 2.7)], [(20000000.0, 2.3), (40000000.0, 2.7), (80000000.0, 4.0)], [(80000000.0, 4.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(40000000.0, 2.7), (20000000.0, 2.3), (80000000.0, 4.0)], [(20000000.0, 2.3), (80000000.0, 4.0), (40000000.0, 2.7)], [(20000000.0, 2.3), (160000000.0, 5.0), (40000000.0, 2.7)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(40000000.0, 2.7), (10000000.0, 1.8), (160000000.0, 5.0)], [(10000000.0, 1.8), (80000000.0, 4.0), (160000000.0, 5.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)], [(20000000.0, 2.3), (10000000.0, 1.8), (80000000.0, 4.0)]]",0.18,"[2.8873861061780123e-10, 2.906577691984972e-10, 2.7381181412564443e-10, 2.1711656705872518e-10, 2.6220709445117037e-10, 2.50997250806317e-10, 2.0424415373849754e-10, 2.348013564864965e-10, 2.8869365497228755e-10, 2.59128419780823e-10, 2.4481653003867394e-10, 2.3287018087477826e-10, 2.681500535909503e-10, 2.800748580244393e-10, 2.1955002634386884e-10, 2.5781944635969706e-10]","[0.0007999999999999999, 0.001, 0.0007999999999999999, 0.0009, 0.0009, 0.001, 0.0007999999999999999, 0.0009, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.001, 0.0009, 0.0009]",39000000000.0,0.04,"[2, 4]",0
31,iot 31,4,"[0, 0, 0, 0]","[[(10000000.0, 1.8), (20000000.0, 2.3), (80000000.0, 4.0)], [(80000000.0, 4.0), (20000000.0, 2.3), (10000000.0, 1.8)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(160000000.0, 5.0), (20000000.0, 2.3), (10000000.0, 1.8)]]",0.13,"[2.880569892608515e-10, 2.0818050662504178e-10, 2.6022675452562273e-10, 2.5651135602932883e-10]","[0.0009, 0.001, 0.0009, 0.0009]",38000000000.0,0.03,"[3, 1]",0
32,iot 32,4,"[0, 0, 0, 0]","[[(10000000.0, 1.8), (80000000.0, 4.0), (160000000.0, 5.0)], [(20000000.0, 2.3), (10000000.0, 1.8), (80000000.0, 4.0)], [(20000000.0, 2.3), (40000000.0, 2.7), (80000000.0, 4.0)], [(40000000.0, 2.7), (10000000.0, 1.8), (160000000.0, 5.0)]]",0.17,"[2.7639995178300113e-10, 2.6590674501668924e-10, 2.977821843019662e-10, 2.26738390638298e-10]","[0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.0009]",39000000000.0,0.03,"[1, 4, 3]",1
33,iot 33,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(20000000.0, 2.3), (80000000.0, 4.0), (160000000.0, 5.0)], [(80000000.0, 4.0), (160000000.0, 5.0), (10000000.0, 1.8)], [(40000000.0, 2.7), (10000000.0, 1.8), (80000000.0, 4.0)], [(40000000.0, 2.7), (10000000.0, 1.8), (160000000.0, 5.0)], [(20000000.0, 2.3), (80000000.0, 4.0), (10000000.0, 1.8)], [(20000000.0, 2.3), (10000000.0, 1.8), (40000000.0, 2.7)], [(160000000.0, 5.0), (80000000.0, 4.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (40000000.0, 2.7), (80000000.0, 4.0)]]",0.11,"[2.3119506755078893e-10, 2.5936899577855405e-10, 2.622690678777375e-10, 2.524493054868895e-10, 2.8378684545054007e-10, 2.9209416730195443e-10, 2.3154840695870904e-10, 2.89338439147569e-10]","[0.001, 0.0009, 0.001, 0.0009, 0.001, 0.001, 0.0009, 0.0007999999999999999]",36000000000.0,0.05,"[4, 2, 1]",0
34,iot 34,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(160000000.0, 5.0), (20000000.0, 2.3), (80000000.0, 4.0)], [(20000000.0, 2.3), (10000000.0, 1.8), (80000000.0, 4.0)], [(40000000.0, 2.7), (20000000.0, 2.3), (80000000.0, 4.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (40000000.0, 2.7)], [(20000000.0, 2.3), (40000000.0, 2.7), (10000000.0, 1.8)], [(160000000.0, 5.0), (80000000.0, 4.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (160000000.0, 5.0), (80000000.0, 4.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (80000000.0, 4.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (160000000.0, 5.0), (10000000.0, 1.8)], [(80000000.0, 4.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(160000000.0, 5.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (80000000.0, 4.0), (40000000.0, 2.7)]]",0.18,"[2.359102658175847e-10, 2.435713804527954e-10, 2.5409158811405033e-10, 2.3352520678519986e-10, 2.6666115367051687e-10, 2.265486360415311e-10, 2.185760973914686e-10, 2.6181176692122117e-10, 2.273558033998881e-10, 2.214689193075254e-10, 2.829436098474954e-10, 2.8701090177381965e-10, 2.6024643931053655e-10, 2.2888479782026296e-10, 2.444445634079755e-10, 2.87008248266065e-10]","[0.001, 0.001, 0.001, 0.0009, 0.0007999999999999999, 0.0009, 0.001, 0.001, 0.001, 0.0009, 0.0009, 0.0007999999999999999, 0.0009, 0.001, 0.0007999999999999999, 0.0007999999999999999]",38000000000.0,0.02,"[2, 1, 3]",1
35,iot 35,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(40000000.0, 2.7), (20000000.0, 2.3), (10000000.0, 1.8)], [(20000000.0, 2.3), (80000000.0, 4.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (80000000.0, 4.0), (160000000.0, 5.0)], [(160000000.0, 5.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(40000000.0, 2.7), (80000000.0, 4.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (10000000.0, 1.8), (40000000.0, 2.7)], [(160000000.0, 5.0), (10000000.0, 1.8), (80000000.0, 4.0)], [(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(20000000.0, 2.3), (40000000.0, 2.7), (80000000.0, 4.0)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(10000000.0, 1.8), (40000000.0, 2.7), (160000000.0, 5.0)], [(20000000.0, 2.3), (10000000.0, 1.8), (80000000.0, 4.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (80000000.0, 4.0)], [(10000000.0, 1.8), (80000000.0, 4.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (20000000.0, 2.3), (80000000.0, 4.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)]]",0.16,"[2.6093147444181356e-10, 2.8484562266068174e-10, 2.3159764747669796e-10, 2.792742152770776e-10, 2.2665834363670793e-10, 2.468690474553541e-10, 2.7583549058858313e-10, 2.2596990910424274e-10, 2.0614028111062775e-10, 2.861590827472975e-10, 2.2393972193030544e-10, 2.1326862108306026e-10, 2.71303536834169e-10, 2.1800324157008807e-10, 2.709697572000402e-10, 2.1103102669609353e-10]","[0.001, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.001, 0.001, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.0009, 0.0009, 0.0009, 0.001, 0.001, 0.001, 0.0009]",39000000000.0,0.02,"[1, 2]",1
36,iot 36,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(160000000.0, 5.0), (20000000.0, 2.3), (80000000.0, 4.0)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(40000000.0, 2.7), (20000000.0, 2.3), (10000000.0, 1.8)], [(80000000.0, 4.0), (40000000.0, 2.7), (160000000.0, 5.0)], [(20000000.0, 2.3), (10000000.0, 1.8), (80000000.0, 4.0)], [(80000000.0, 4.0), (160000000.0, 5.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)], [(160000000.0, 5.0), (80000000.0, 4.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (80000000.0, 4.0), (20000000.0, 2.3)], [(40000000.0, 2.7), (80000000.0, 4.0), (20000000.0, 2.3)], [(40000000.0, 2.7), (10000000.0, 1.8), (20000000.0, 2.3)], [(10000000.0, 1.8), (80000000.0, 4.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (10000000.0, 1.8), (80000000.0, 4.0)], [(160000000.0, 5.0), (20000000.0, 2.3), (80000000.0, 4.0)], [(160000000.0, 5.0), (80000000.0, 4.0), (10000000.0, 1.8)]]",0.1,"[2.566566920162957e-10, 2.3703091150067844e-10, 2.6091584370508775e-10, 2.5878610372659837e-10, 2.934374968828538e-10, 2.5497876452671394e-10, 2.8813247312643263e-10, 2.3191879216731515e-10, 2.3034734119990068e-10, 2.5958846618098863e-10, 2.704313344006709e-10, 2.660393250949384e-10, 2.95859647679521e-10, 2.0111112872027462e-10, 2.0689756870342816e-10, 2.2829425220847197e-10]","[0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.001, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.0009, 0.001, 0.001, 0.001, 0.001, 0.0007999999999999999, 0.0007999999999999999]",37000000000.0,0.01,"[3, 4, 1]",1
37,iot 37,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(40000000.0, 2.7), (20000000.0, 2.3), (10000000.0, 1.8)], [(80000000.0, 4.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(40000000.0, 2.7), (20000000.0, 2.3), (10000000.0, 1.8)], [(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(80000000.0, 4.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(80000000.0, 4.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(10000000.0, 1.8), (20000000.0, 2.3), (80000000.0, 4.0)], [(160000000.0, 5.0), (80000000.0, 4.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (40000000.0, 2.7), (80000000.0, 4.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (10000000.0, 1.8)], [(20000000.0, 2.3), (40000000.0, 2.7), (10000000.0, 1.8)], [(160000000.0, 5.0), (20000000.0, 2.3), (10000000.0, 1.8)], [(40000000.0, 2.7), (10000000.0, 1.8), (20000000.0, 2.3)], [(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)], [(10000000.0, 1.8), (160000000.0, 5.0), (80000000.0, 4.0)], [(40000000.0, 2.7), (10000000.0, 1.8), (160000000.0, 5.0)]]",0.2,"[2.2810570280959453e-10, 2.741186918960315e-10, 2.0923589866771804e-10, 2.1836040141275436e-10, 2.9730501112263834e-10, 2.2947460276625381e-10, 2.9499356623073824e-10, 2.939187079069454e-10, 2.4144995922362467e-10, 2.1255760896337446e-10, 2.2382805799181008e-10, 2.778665570663384e-10, 2.6675015407234155e-10, 2.7837706135287003e-10, 2.3471600669013227e-10, 2.732457784631155e-10]","[0.0009, 0.001, 0.0009, 0.001, 0.0007999999999999999, 0.0009, 0.0009, 0.001, 0.001, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.0007999999999999999, 0.0009, 0.0009]",37000000000.0,0.02,"[3, 2]",1
38,iot 38,4,"[0, 0, 0, 0]","[[(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(80000000.0, 4.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(40000000.0, 2.7), (20000000.0, 2.3), (80000000.0, 4.0)], [(80000000.0, 4.0), (20000000.0, 2.3), (10000000.0, 1.8)]]",0.13,"[2.3182925537265984e-10, 2.3513059269741497e-10, 2.275576813611606e-10, 2.2211416245975038e-10]","[0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.0007999999999999999]",39000000000.0,0.05,"[1, 2]",1
39,iot 39,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(10000000.0, 1.8), (80000000.0, 4.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(80000000.0, 4.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(20000000.0, 2.3), (10000000.0, 1.8), (80000000.0, 4.0)], [(10000000.0, 1.8), (80000000.0, 4.0), (160000000.0, 5.0)], [(20000000.0, 2.3), (80000000.0, 4.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (80000000.0, 4.0), (40000000.0, 2.7)], [(160000000.0, 5.0), (10000000.0, 1.8), (80000000.0, 4.0)], [(40000000.0, 2.7), (20000000.0, 2.3), (10000000.0, 1.8)], [(80000000.0, 4.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(20000000.0, 2.3), (80000000.0, 4.0), (10000000.0, 1.8)], [(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(10000000.0, 1.8), (80000000.0, 4.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (160000000.0, 5.0), (80000000.0, 4.0)]]",0.11,"[2.4293648386093176e-10, 2.9861013689798127e-10, 2.8717867427258014e-10, 2.7328969037718367e-10, 2.9677783070722726e-10, 2.8719019458290716e-10, 2.7095587432880155e-10, 2.1172240932391357e-10, 2.4722143195401114e-10, 2.6548661492863747e-10, 2.440400839340392e-10, 2.027019027487584e-10, 2.585514827622635e-10, 2.9881216424211593e-10, 2.7100778787388026e-10, 2.951775130098932e-10]","[0.001, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.0009, 0.0007999999999999999, 0.001, 0.001, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.0009, 0.001, 0.0007999999999999999, 0.0009]",38000000000.0,0.04,"[2, 3]",0
40,iot 40,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(160000000.0, 5.0), (20000000.0, 2.3), (80000000.0, 4.0)], [(10000000.0, 1.8), (160000000.0, 5.0), (80000000.0, 4.0)], [(10000000.0, 1.8), (80000000.0, 4.0), (20000000.0, 2.3)], [(10000000.0, 1.8), (80000000.0, 4.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (80000000.0, 4.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (160000000.0, 5.0), (40000000.0, 2.7)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(40000000.0, 2.7), (160000000.0, 5.0), (80000000.0, 4.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(20000000.0, 2.3), (10000000.0, 1.8), (160000000.0, 5.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(20000000.0, 2.3), (160000000.0, 5.0), (10000000.0, 1.8)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(80000000.0, 4.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(160000000.0, 5.0), (20000000.0, 2.3), (80000000.0, 4.0)], [(20000000.0, 2.3), (10000000.0, 1.8), (40000000.0, 2.7)]]",0.18,"[2.7456380874157074e-10, 2.1280708922127653e-10, 2.5976078931363e-10, 2.9815638374275253e-10, 2.077654188006298e-10, 2.7314364569946677e-10, 2.687550944561117e-10, 2.0603946987020506e-10, 2.977465753346107e-10, 2.464431841980737e-10, 2.0257589798605072e-10, 2.1560647797710663e-10, 2.982802283758922e-10, 2.99628133043043e-10, 2.1744753387168815e-10, 2.8296207173639194e-10]","[0.0007999999999999999, 0.001, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.0009, 0.001, 0.001, 0.0007999999999999999, 0.0009, 0.001, 0.0007999999999999999, 0.001, 0.0009, 0.0007999999999999999, 0.001]",37000000000.0,0.05,"[3, 2, 4]",1
41,iot 41,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(40000000.0, 2.7), (80000000.0, 4.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (80000000.0, 4.0), (160000000.0, 5.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(80000000.0, 4.0), (160000000.0, 5.0), (20000000.0, 2.3)], [(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)], [(40000000.0, 2.7), (20000000.0, 2.3), (80000000.0, 4.0)], [(160000000.0, 5.0), (80000000.0, 4.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (160000000.0, 5.0), (20000000.0, 2.3)], [(10000000.0, 1.8), (20000000.0, 2.3), (40000000.0, 2.7)], [(160000000.0, 5.0), (80000000.0, 4.0), (10000000.0, 1.8)], [(20000000.0, 2.3), (160000000.0, 5.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (20000000.0, 2.3), (80000000.0, 4.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (40000000.0, 2.7), (80000000.0, 4.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)]]",0.2,"[2.720618025806739e-10, 2.6595820569958474e-10, 2.7995998296723954e-10, 2.6849954282584457e-10, 2.4563969964275946e-10, 2.7476671134485407e-10, 2.672070035785702e-10, 2.0596494503080153e-10, 2.2405043740859934e-10, 2.9471610941314936e-10, 2.375472397736457e-10, 2.12708480121401e-10, 2.1232626622922512e-10, 2.722084435933413e-10, 2.9532023033455647e-10, 2.406855460634819e-10]","[0.0009, 0.001, 0.0009, 0.0009, 0.0009, 0.0009, 0.001, 0.0009, 0.0009, 0.0007999999999999999, 0.0009, 0.0009, 0.001, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999]",36000000000.0,0.04,"[3, 2]",1
42,iot 42,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(10000000.0, 1.8), (160000000.0, 5.0), (80000000.0, 4.0)], [(80000000.0, 4.0), (20000000.0, 2.3), (10000000.0, 1.8)], [(40000000.0, 2.7), (20000000.0, 2.3), (80000000.0, 4.0)], [(20000000.0, 2.3), (80000000.0, 4.0), (160000000.0, 5.0)], [(40000000.0, 2.7), (10000000.0, 1.8), (160000000.0, 5.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (80000000.0, 4.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (160000000.0, 5.0), (80000000.0, 4.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (160000000.0, 5.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(20000000.0, 2.3), (160000000.0, 5.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (80000000.0, 4.0), (40000000.0, 2.7)], [(80000000.0, 4.0), (160000000.0, 5.0), (20000000.0, 2.3)], [(40000000.0, 2.7), (20000000.0, 2.3), (160000000.0, 5.0)]]",0.17,"[2.836605865001086e-10, 2.4009423572189835e-10, 2.646182566382948e-10, 2.1245119561602862e-10, 2.3469519172745375e-10, 2.0008316138414594e-10, 2.340771555651035e-10, 2.3678474009126977e-10, 2.02617264751996e-10, 2.862477975031582e-10, 2.2262724317241577e-10, 2.8445103241046647e-10, 2.5080903550931416e-10, 2.1163597914127861e-10, 2.617678188316132e-10, 2.469437137787472e-10]","[0.0007999999999999999, 0.0009, 0.001, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.0007999999999999999, 0.001, 0.001, 0.001, 0.001, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.0007999999999999999]",39000000000.0,0.02,"[3, 4, 2]",1
43,iot 43,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(80000000.0, 4.0), (160000000.0, 5.0), (40000000.0, 2.7)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(80000000.0, 4.0), (20000000.0, 2.3), (10000000.0, 1.8)], [(20000000.0, 2.3), (10000000.0, 1.8), (40000000.0, 2.7)], [(80000000.0, 4.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(160000000.0, 5.0), (20000000.0, 2.3), (80000000.0, 4.0)], [(10000000.0, 1.8), (40000000.0, 2.7), (80000000.0, 4.0)]]",0.18,"[2.1550926119332164e-10, 2.839103827261867e-10, 2.7675176160567553e-10, 2.424841567195409e-10, 2.0684611662801925e-10, 2.7875718673739734e-10, 2.866209119597301e-10, 2.811378145021748e-10]","[0.0009, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.0009, 0.0009]",39000000000.0,0.01,"[2, 3]",1
